,browser,inc_method,observation_method,count,diff,ratio
2,firefox,fetch-creds-cors,performanceAPI.smooth,714302,414,0.0005795867854212924
0,firefox,fetch-creds-cors,events-fired,714302,412,0.0005767868492598369
1,firefox,fetch-creds-cors,fetch_errormessage,714302,412,0.0005767868492598369
